Project_ID,Area_sqft,Floors,Material_Quality,Location_Type,Labor_Cost_per_sqft,Material_Cost_per_sqft,Design_Complexity,Duration_months,Total_Cost
C0454,3767,4,High,Urban,231,291,9,11,3774336.91
C0455,1325,1,Medium,Rural,156,222,6,13,573668.89
C0456,8168,5,Medium,Suburban,180,287,10,17,5179663.52
C0457,6245,2,Medium,Suburban,214,381,1,19,4823130.11
C0458,912,2,High,Urban,244,482,7,13,1022525.46
C0459,8043,5,Medium,Rural,213,220,3,15,3371958.1
C0460,8087,5,Low,Rural,226,248,6,19,3500375.81
C0461,1228,1,Low,Urban,152,389,2,9,768655.35
C0462,7664,3,Medium,Rural,242,404,7,11,5869256.96
C0463,9367,2,Medium,Urban,184,243,1,20,5800386.82
C0464,6488,1,Medium,Urban,164,499,2,20,5643962.91
C0465,3004,5,Medium,Suburban,170,327,9,12,1969307.85
C0466,3467,1,Low,Suburban,211,388,9,14,2573197.49
C0467,3286,5,Medium,Urban,232,369,7,20,3059247.23
C0468,1622,4,Medium,Urban,153,478,2,23,1362942.06
C0469,4579,5,Low,Rural,290,400,5,11,3416400.0
C0470,2071,5,Low,Suburban,216,324,4,11,1230532.5
C0471,5573,5,Low,Suburban,243,491,2,12,5138549.71
C0472,5604,3,Low,Urban,207,215,2,3,2663592.14
C0473,2643,5,Medium,Urban,279,473,10,13,3117840.43
C0474,7306,2,Low,Urban,174,493,8,16,6446648.07
C0475,7857,2,Medium,Urban,160,219,5,12,4381090.58
C0476,3940,1,Low,Urban,150,218,8,16,1855433.27
C0477,4266,3,High,Urban,197,212,2,21,2926467.49
C0478,6144,1,High,Suburban,262,216,2,12,3894375.94
C0479,3414,2,Medium,Urban,287,405,3,19,3363367.93
C0480,5468,2,Medium,Rural,230,229,10,4,2703376.77
C0481,6417,4,Medium,Urban,179,498,8,16,6400549.6
C0482,9287,5,Medium,Suburban,263,242,8,20,6121632.46
C0483,1228,2,Low,Urban,168,292,3,4,787196.54
C0484,1865,1,Medium,Suburban,259,265,1,22,1088420.74
C0485,4992,1,Medium,Urban,183,318,7,21,3652390.95
C0486,1198,5,High,Rural,181,271,4,10,631966.22
C0487,7686,5,Low,Suburban,225,361,3,8,5416953.83
C0488,895,4,High,Suburban,275,468,5,22,916551.71
C0489,7900,3,High,Urban,283,417,6,9,9867552.67
C0490,8582,1,Low,Suburban,290,453,1,15,7106449.88
C0491,4671,5,Medium,Suburban,235,258,9,4,3256885.91
C0492,4860,1,Low,Urban,224,231,6,9,2809591.8
C0493,3002,5,Medium,Suburban,284,319,3,3,2317148.39
C0494,1217,2,Medium,Rural,194,201,1,8,472212.08
C0495,3282,1,Medium,Suburban,214,317,9,18,2361452.29
C0496,5446,2,Medium,Rural,243,236,2,10,2507867.41
C0497,5986,1,High,Rural,168,296,10,15,3920865.2
C0498,8835,3,Low,Rural,268,456,6,20,5986111.53
C0499,5480,4,High,Suburban,196,327,6,16,4120615.92
C0500,7766,2,Medium,Suburban,195,355,3,20,5562814.44
C0501,4991,5,High,Suburban,178,344,6,6,3792360.63
C0502,7692,3,Medium,Suburban,249,256,2,17,4848489.23
C0503,6088,1,Low,Rural,214,269,8,7,3102376.23
C0504,8151,2,High,Urban,277,243,1,23,6192373.9
C0505,4136,1,Medium,Urban,200,411,6,16,3619160.63
C0506,1667,1,Medium,Urban,171,374,1,18,1152328.17
C0507,1562,1,Medium,Urban,259,340,9,17,1445814.68
C0508,2656,4,Medium,Urban,220,275,9,13,2249475.95
C0509,8360,4,Medium,Suburban,182,357,6,4,5938913.11
C0510,5661,5,High,Urban,276,284,6,20,5489192.3
C0511,5805,2,Low,Suburban,258,217,9,6,3676347.98
C0512,7041,3,Medium,Suburban,249,483,5,17,7253042.47
C0513,5229,3,High,Urban,193,241,9,14,4187060.58
C0514,9848,3,Low,Urban,156,333,5,5,5735994.35
C0515,7830,1,Low,Suburban,277,301,4,6,5171427.24
C0516,5834,4,High,Suburban,240,336,2,23,5161169.34
C0517,9424,2,Medium,Rural,279,421,2,18,6845790.81
C0518,4830,1,Medium,Rural,166,428,1,8,2667813.04
C0519,8510,4,Low,Rural,214,493,10,4,6206967.77
C0520,7301,4,Medium,Suburban,259,318,3,11,5169098.78
C0521,5346,2,Low,Rural,179,298,1,14,2515655.61
C0522,7231,2,Medium,Rural,241,358,6,14,4853915.17
C0523,7741,2,High,Rural,224,438,7,16,6714610.56
C0524,1453,1,Medium,Urban,254,388,9,19,1414339.58
C0525,3039,5,Medium,Rural,180,448,7,11,1964512.46
C0526,7556,2,High,Suburban,246,225,4,14,4835974.17
C0527,2042,5,Medium,Suburban,200,388,4,12,1544084.47
C0528,5793,1,High,Urban,207,339,8,13,5148593.96
C0529,1691,5,Medium,Urban,183,380,4,4,1249797.83
C0530,6813,3,High,Urban,170,220,1,18,3872006.02
C0531,7438,5,Low,Urban,186,362,9,3,6051051.36
C0532,3181,2,Low,Urban,213,270,3,3,1787437.42
C0533,9909,1,Medium,Rural,296,281,1,4,5713740.64
C0534,2040,2,Medium,Urban,273,354,9,14,2122227.37
C0535,6672,3,High,Urban,250,246,10,22,5680278.29
C0536,6041,2,Medium,Urban,268,393,10,20,6074440.01
C0537,1865,2,Medium,Suburban,234,423,5,14,1756200.22
C0538,9191,2,High,Urban,227,436,9,3,11109310.05
C0539,9202,4,Medium,Urban,253,479,3,13,9985997.54
C0540,7994,3,Medium,Suburban,221,209,6,4,4461997.72
C0541,4812,2,Medium,Suburban,252,351,7,14,4400190.37
C0542,1824,2,Medium,Urban,226,303,5,4,1300406.07
C0543,9847,2,Low,Urban,259,323,8,19,8714507.48
C0544,3641,1,High,Urban,168,384,10,8,3908632.2
C0545,7919,4,Low,Rural,279,489,6,18,6194073.81
C0546,3986,1,Low,Urban,283,240,6,21,2849604.09
C0547,2310,4,High,Suburban,282,210,7,8,1879494.39
C0548,7088,2,Medium,Urban,211,417,8,9,6552389.48
C0549,3423,3,Medium,Suburban,252,200,2,21,1957688.13
C0550,5801,5,Medium,Urban,249,370,7,22,5838309.09
C0551,4686,5,Medium,Urban,201,481,9,19,4548019.99
C0552,9405,2,Medium,Suburban,198,252,1,8,5647094.12
C0553,6477,1,Medium,Urban,249,324,1,17,5225559.73
C0554,4768,3,Medium,Urban,275,374,7,11,4907807.83
C0555,5248,4,High,Suburban,267,464,5,4,5297250.92
C0556,5349,2,Medium,Rural,203,464,1,7,3377760.51
C0557,9935,3,High,Urban,268,398,1,23,10984599.5
C0558,4209,3,Low,Suburban,282,455,2,7,3281898.09
C0559,9773,4,Medium,Rural,286,371,10,14,7828114.98
C0560,7119,3,Medium,Rural,247,258,9,12,4437239.85
C0561,9147,1,High,Suburban,185,305,3,6,6181475.53
C0562,9586,1,Low,Suburban,297,324,9,14,8034077.29
C0563,3572,1,Medium,Urban,230,215,6,17,2145798.99
C0564,7030,3,High,Suburban,234,237,10,12,5462018.77
C0565,1004,1,Medium,Urban,232,442,6,20,967299.84
C0566,1714,4,High,Urban,212,409,7,7,1873167.15
C0567,2031,3,Low,Suburban,216,484,10,15,2022648.72
C0568,8076,5,High,Urban,152,367,8,6,6746845.18
C0569,1323,3,High,Suburban,191,463,3,11,1248556.91
C0570,1428,4,Medium,Suburban,173,297,8,20,927569.27
C0571,5529,5,Medium,Suburban,193,333,6,5,3802371.86
C0572,633,3,Low,Urban,278,380,6,13,557574.31
C0573,2605,1,High,Urban,264,421,3,6,3053279.04
C0574,4127,2,Medium,Suburban,185,348,6,11,3263420.5
C0575,6816,2,Low,Rural,187,443,8,14,4037266.51
C0576,2352,1,Medium,Urban,231,275,7,12,1876495.93
C0577,5410,2,Medium,Urban,178,461,10,12,5601906.15
C0578,4675,2,Low,Rural,190,430,10,11,3439982.19
C0579,5848,1,Medium,Urban,237,390,7,12,5065121.61
C0580,9942,1,Low,Rural,197,333,3,11,5339893.77
C0581,6690,3,Medium,Suburban,263,451,10,3,7537630.35
C0582,1756,3,Medium,Suburban,171,444,3,18,1499297.88
C0583,3876,1,Medium,Urban,248,464,5,16,4055646.02
C0584,6145,4,High,Urban,166,203,5,15,3612347.54
C0585,3986,2,High,Urban,235,236,9,8,3415988.95
C0586,4084,3,Medium,Rural,282,270,9,16,2531408.77
C0587,8553,2,Low,Suburban,210,461,10,10,7442641.21
C0588,3830,5,Medium,Suburban,238,436,5,20,3398573.64
C0589,3203,1,Medium,Suburban,283,377,5,22,2702256.53
C0590,9162,4,Medium,Urban,230,295,6,3,6886219.17
C0591,8620,5,Medium,Suburban,244,426,8,14,7307572.84
C0592,7614,5,Medium,Suburban,294,210,6,13,4989461.27
C0593,1853,5,High,Suburban,208,465,6,15,1909848.83
C0594,5563,1,Low,Urban,203,388,9,6,4350971.67
C0595,9049,3,Medium,Suburban,275,408,1,8,8094128.07
C0596,8075,1,Low,Rural,197,212,4,15,3234364.57
C0597,1167,3,High,Suburban,217,361,10,15,1178383.85
C0598,4968,5,Low,Urban,256,259,10,8,3410235.42
C0599,9837,5,Low,Suburban,227,204,2,6,5161183.83
C0600,7319,4,Medium,Urban,226,401,9,23,7802965.27
C0601,4219,3,Medium,Suburban,176,211,3,5,2032371.74
C0602,3245,5,Medium,Rural,237,439,10,17,2493415.66
C0603,7983,2,Medium,Suburban,221,424,2,13,6669825.98
C0604,1039,4,Medium,Suburban,196,381,8,4,864335.73
C0605,5464,1,Low,Suburban,252,496,4,19,4479113.78
C0606,5335,4,Medium,Urban,170,377,2,4,4348100.11
C0607,4275,2,High,Urban,264,317,4,23,4006861.09
C0608,6542,3,Medium,Rural,206,275,7,3,3739175.87
C0609,7602,1,High,Suburban,254,245,7,7,5778847.69
C0610,7812,1,Medium,Urban,244,426,1,22,6711015.88
C0611,5820,3,Medium,Urban,259,493,1,19,5434575.85
C0612,6632,4,Low,Suburban,176,439,3,3,4541274.77
C0613,8391,5,Medium,Suburban,277,340,2,9,7157993.11
C0614,3279,4,High,Rural,225,403,3,5,2533188.04
C0615,1424,2,High,Urban,184,349,4,18,1304025.27
C0616,2081,5,Medium,Rural,247,329,7,18,1476857.68
C0617,8214,4,Low,Suburban,293,468,2,14,6548852.35
C0618,3824,3,Low,Suburban,185,336,7,11,2330807.13
C0619,6213,2,Medium,Suburban,215,315,5,16,4757977.33
C0620,7526,2,Medium,Urban,205,360,8,14,6595014.53
C0621,755,2,Low,Rural,294,354,8,18,524541.85
C0622,5304,5,High,Urban,297,372,5,19,5770082.74
C0623,2338,1,Medium,Urban,243,329,10,14,2251553.63
C0624,509,5,High,Rural,255,278,8,6,355263.62
C0625,3371,4,High,Suburban,233,256,9,19,2849010.38
C0626,9489,1,High,Rural,285,256,7,3,7231865.92
C0627,7909,4,Medium,Suburban,295,333,6,23,6928603.71
C0628,7918,1,Medium,Urban,167,213,7,19,4553794.3
C0629,5624,5,Medium,Rural,295,482,7,13,4798807.27
C0630,1515,2,Medium,Urban,274,493,3,21,1526600.17
C0631,2693,3,Medium,Rural,151,346,6,20,1530538.53
C0632,8915,2,High,Urban,225,326,6,22,7530575.38
C0633,7949,5,High,Rural,287,459,9,4,8590394.38
C0634,4658,1,High,Urban,291,417,1,11,5194636.72
C0635,4425,2,High,Suburban,175,432,7,11,4597073.69
C0636,7470,5,Medium,Rural,196,367,1,14,4053402.92
C0637,7438,4,Low,Suburban,179,342,10,15,5572070.38
C0638,5284,3,Medium,Suburban,205,459,4,18,4687826.03
C0639,4500,2,Medium,Rural,268,417,7,15,3694785.55
C0640,2133,1,High,Suburban,281,345,6,16,1924251.49
C0641,7766,4,Medium,Rural,288,298,6,9,5046122.7
C0642,9202,5,Medium,Suburban,279,381,5,4,8195078.37
C0643,884,3,Medium,Urban,289,368,7,14,855241.38
C0644,904,1,Low,Urban,170,432,9,19,732566.83
C0645,8675,5,Medium,Urban,217,292,6,7,7056458.86
C0646,2500,5,High,Urban,275,316,10,22,2438792.82
C0647,6489,2,Low,Suburban,192,203,7,12,2991765.68
C0648,1960,2,Medium,Urban,249,284,9,20,1568780.75
C0649,7690,1,Medium,Urban,272,366,7,5,8002702.15
C0650,7640,5,Low,Urban,242,206,6,15,4659210.96
C0651,4136,2,Low,Rural,289,431,3,15,2768874.6
C0652,5309,3,High,Suburban,278,450,1,12,5315086.78
C0653,4678,3,Medium,Urban,265,284,10,4,4342883.8
C0654,7745,5,Medium,Rural,264,392,9,18,5373556.34
C0655,7100,2,Low,Urban,291,322,7,6,5372054.19
C0656,6497,1,Medium,Rural,268,288,3,21,3446642.48
C0657,2548,1,Medium,Suburban,242,294,10,7,1970823.53
C0658,5280,1,Medium,Urban,291,499,9,9,6602637.58
C0659,1216,3,Low,Suburban,158,244,3,11,584167.01
C0660,8439,2,High,Suburban,222,452,3,7,8673323.54
C0661,6065,2,Medium,Suburban,175,250,7,10,3334933.8
C0662,5044,3,Medium,Rural,255,264,2,4,2567179.98
C0663,5476,1,Medium,Urban,294,253,10,22,4501274.37
C0664,3919,1,Medium,Urban,217,421,7,22,3498487.63
C0665,7739,5,High,Urban,259,271,7,9,6655301.19
C0666,749,4,High,Urban,280,367,1,6,758295.97
C0667,9365,2,Medium,Urban,174,385,10,23,8070744.53
C0668,1270,2,High,Rural,170,342,2,17,801545.33
C0669,4863,2,High,Urban,289,218,5,20,4097774.02
C0670,1577,4,High,Suburban,203,209,4,4,909272.91
C0671,8927,5,Medium,Suburban,150,471,3,16,7063922.49
C0672,9080,4,Medium,Rural,277,370,10,12,7109543.07
C0673,8401,1,Medium,Rural,150,215,8,7,3779318.35
C0674,5358,1,High,Suburban,284,279,7,14,5044041.69
C0675,7044,2,Low,Rural,159,483,9,12,4732009.39
C0676,5219,3,Medium,Suburban,292,389,3,20,4693175.87
C0677,3314,2,Medium,Rural,189,347,10,8,2024912.69
C0678,3874,3,Medium,Suburban,288,362,1,14,3190509.59
C0679,1752,4,Medium,Urban,194,464,9,3,1943870.39
C0680,7496,1,High,Suburban,236,337,9,9,7142562.07
C0681,5173,3,Medium,Suburban,290,229,1,14,3183521.2
C0682,5030,4,High,Urban,176,367,8,9,4889299.25
C0683,7381,1,Medium,Urban,199,290,10,11,6177666.86
C0684,7449,3,Medium,Suburban,210,290,1,22,4263094.97
C0685,6741,2,Medium,Rural,162,410,6,17,4260359.52
C0686,8517,2,Low,Urban,289,499,9,14,9163214.12
C0687,7441,2,Medium,Suburban,234,373,3,15,5493561.63
C0688,7502,4,Medium,Suburban,233,333,6,6,5634907.94
C0689,1831,2,Medium,Rural,169,223,3,12,737236.11
C0690,4761,5,High,Rural,180,400,5,5,3219305.63
C0691,8148,1,Medium,Suburban,157,418,7,7,6338059.97
C0692,5615,4,Low,Suburban,173,206,10,6,2884204.67
C0693,5137,2,Low,Urban,182,205,4,21,2332084.9
C0694,5354,1,Medium,Suburban,191,317,4,17,3902044.79
C0695,3677,3,Medium,Suburban,292,360,7,9,3172017.51
C0696,8230,2,Low,Rural,288,284,5,5,4775733.86
C0697,2680,1,Medium,Suburban,243,447,1,18,2183482.14
C0698,5392,5,Medium,Urban,186,365,10,17,4605846.2
C0699,7543,3,Medium,Suburban,296,344,2,20,6134774.22
C0700,637,5,High,Urban,183,230,6,5,451863.31
C0701,6827,1,Medium,Urban,202,419,9,16,6960746.05
C0702,3972,5,Medium,Urban,289,332,7,3,3928289.67
C0703,5949,1,High,Urban,245,263,4,9,4914102.4
C0704,3332,1,Medium,Rural,254,275,2,4,1660807.06
C0705,4079,5,Medium,Urban,197,330,4,12,3099932.54
C0706,6471,1,Medium,Urban,189,237,5,18,3984702.34
C0707,4664,2,Low,Rural,237,253,2,14,2017333.83
C0708,8441,1,Medium,Urban,192,329,1,20,5341066.04
C0709,6069,4,Medium,Urban,166,417,4,8,4858439.34
C0710,4800,1,High,Urban,251,201,6,19,3469598.45
C0711,6769,4,High,Urban,260,445,1,10,7276426.05
C0712,4318,1,Medium,Urban,219,339,1,23,3413806.44
C0713,2406,1,Medium,Urban,209,495,9,11,2606134.11
C0714,6754,5,Medium,Suburban,226,457,5,21,6694394.14
C0715,1260,2,Medium,Urban,184,304,2,4,797058.97
C0716,8330,2,Medium,Urban,165,384,2,9,5927672.49
C0717,7850,3,Medium,Rural,295,443,4,13,6323592.58
C0718,6738,5,Medium,Suburban,187,363,2,15,5033099.04
C0719,6590,5,Low,Rural,181,331,4,12,3392330.77
C0720,6531,2,High,Suburban,156,402,6,17,5807162.97
C0721,8187,5,Low,Urban,195,409,7,23,7179074.73
C0722,9591,2,High,Suburban,167,300,6,9,7130354.05
C0723,8972,5,High,Urban,220,470,4,8,10549096.12
C0724,2387,1,Medium,Urban,189,248,10,14,1773291.01
C0725,3766,2,High,Suburban,237,438,3,5,3340395.98
C0726,1166,2,Medium,Suburban,227,414,4,18,1052038.52
C0727,4688,4,Medium,Suburban,154,490,5,22,3789549.37
C0728,1171,5,Medium,Rural,235,479,4,11,967632.18
C0729,7277,5,Medium,Urban,171,276,3,12,4338508.28
C0730,8070,2,Medium,Suburban,223,350,1,15,5655985.6
C0731,8456,1,Medium,Suburban,239,496,3,10,8663310.04
C0732,5624,1,Medium,Rural,228,356,5,8,3297563.04
C0733,6085,1,Medium,Rural,268,397,6,5,4706893.55
C0734,5277,5,Medium,Rural,278,486,4,14,4217894.12
C0735,4400,4,Low,Urban,227,223,1,11,2192849.73
C0736,7177,2,Low,Suburban,185,208,10,11,4050131.34
C0737,7481,3,Medium,Urban,244,331,7,13,5978250.54
C0738,6876,4,Low,Urban,177,276,9,8,4652422.19
C0739,1023,3,Low,Rural,247,425,6,4,676916.52
C0740,2893,4,High,Urban,184,330,6,9,2653340.74
C0741,3093,1,Low,Rural,211,289,9,11,1724596.51
C0742,7740,5,Medium,Urban,236,316,4,21,6253130.25
C0743,7437,3,Medium,Rural,257,309,5,20,4986650.31
C0744,6690,4,High,Urban,274,470,5,14,7553864.27
C0745,5740,5,Medium,Urban,228,426,5,23,5776245.95
C0746,6993,3,Medium,Urban,274,443,8,13,7939645.35
C0747,3378,2,Medium,Suburban,210,254,1,12,1862791.58
C0748,4643,4,Medium,Urban,175,236,10,5,3050496.5
C0749,4144,2,Medium,Suburban,206,254,10,14,2847922.33
C0750,4932,1,Low,Urban,281,211,3,6,3232417.35
C0751,1776,2,High,Urban,191,384,8,12,1665676.03
C0752,6311,2,Medium,Urban,171,436,9,4,5491994.99
C0753,802,4,Medium,Suburban,288,492,2,14,724552.01
C0754,1138,1,High,Rural,239,403,4,13,851078.65
C0755,555,2,Medium,Rural,207,410,8,16,366052.91
C0756,9217,5,High,Urban,156,425,5,17,8898861.96
C0757,8650,3,Medium,Suburban,285,206,1,16,5175827.37
C0758,2625,2,High,Suburban,200,419,6,14,2699022.18
C0759,864,1,Low,Urban,239,227,9,4,594904.49
C0760,7309,2,High,Suburban,257,492,9,4,8359668.82
C0761,5121,3,High,Suburban,158,411,1,3,3715380.17
C0762,5626,1,Medium,Urban,187,388,4,22,4804659.41
C0763,5622,4,Low,Urban,260,274,1,17,3928786.75
C0764,2146,1,Medium,Urban,162,441,7,12,2025546.09
C0765,1418,4,High,Suburban,156,313,3,22,997174.65
C0766,3297,1,Medium,Urban,288,366,2,3,2811673.86
C0767,7006,3,Medium,Urban,216,305,8,3,5583040.65
C0768,6370,3,Low,Urban,190,350,9,3,5089903.54
C0769,2031,1,Medium,Urban,165,283,7,13,1285233.24
C0770,8672,2,Medium,Urban,193,411,6,14,7707365.7
C0771,3845,3,High,Rural,199,466,10,17,3187456.65
C0772,8173,4,Medium,Urban,283,468,6,16,9130056.05
C0773,7449,4,High,Suburban,167,376,9,3,6659219.99
C0774,7382,5,Medium,Urban,296,470,5,3,8268603.34
C0775,2406,4,Low,Suburban,200,381,5,8,1681112.29
C0776,3586,5,Medium,Suburban,152,358,2,5,2341691.39
C0777,8652,1,Medium,Urban,238,388,6,16,8802837.63
C0778,6250,1,High,Rural,203,385,6,8,4743980.99
C0779,9405,1,High,Suburban,198,445,6,10,9783452.7
C0780,1562,2,Medium,Rural,177,241,4,22,655111.84
C0781,2476,2,Medium,Suburban,187,484,7,17,2305490.75
C0782,1796,5,Medium,Rural,177,499,9,19,1278605.24
C0783,6729,4,High,Suburban,181,493,1,11,5764759.93
C0784,8141,4,High,Rural,190,380,3,18,5337175.28
C0785,625,1,High,Suburban,185,381,10,3,579788.52
C0786,5132,3,Medium,Suburban,252,417,9,18,4976232.69
C0787,6788,2,Medium,Suburban,185,362,5,21,5325558.38
C0788,4096,2,Medium,Rural,256,245,6,11,2399032.98
C0789,6668,1,Medium,Rural,275,291,8,19,4160776.18
C0790,8061,2,Medium,Urban,236,304,9,8,7110310.67
C0791,8758,1,Low,Suburban,215,406,8,16,7008357.06
C0792,732,5,Low,Urban,287,338,3,20,614433.35
C0793,9861,4,High,Suburban,219,228,10,23,7143593.64
C0794,6871,3,High,Urban,228,450,1,16,6545801.91
C0795,4706,4,Medium,Urban,242,390,5,9,4420865.31
C0796,8443,4,Medium,Rural,241,246,7,12,4693447.58
C0797,7391,5,Medium,Urban,171,450,2,18,6872513.96
C0798,7238,2,High,Suburban,169,462,1,9,5972624.29
C0799,2972,3,High,Suburban,182,263,4,22,2025300.04
C0800,3239,2,High,Urban,292,467,3,8,3888588.96
C0801,5901,4,High,Urban,284,211,4,8,4617423.82
C0802,2261,1,Medium,Suburban,239,491,1,9,2157095.91
C0803,1376,4,Medium,Urban,199,228,2,19,856704.95
C0804,4312,2,Medium,Rural,159,338,1,10,2256948.0
C0805,1960,4,Medium,Rural,228,284,3,4,965392.55
C0806,2233,1,High,Urban,186,273,4,21,1608978.07
C0807,2105,5,Medium,Urban,208,450,1,23,1695833.4
C0808,6122,2,Low,Suburban,237,423,6,9,4822292.11
C0809,7267,4,Medium,Suburban,253,246,2,14,4698248.82
C0810,7486,2,High,Urban,212,280,10,22,6654405.29
C0811,4017,5,Medium,Urban,170,320,5,5,2974014.46
C0812,4235,4,Medium,Suburban,253,242,8,6,2972686.02
C0813,9852,4,Medium,Rural,228,345,4,13,6103220.21
C0814,8934,2,Low,Urban,186,273,5,14,5424802.72
C0815,3090,2,Medium,Suburban,194,252,9,21,1914314.67
C0816,1563,1,High,Rural,291,432,2,21,1308027.4
C0817,4824,5,Medium,Suburban,192,494,2,13,3841586.69
C0818,9611,1,High,Suburban,265,399,6,15,10485322.21
C0819,5842,4,Medium,Suburban,234,361,6,3,5077350.52
C0820,505,2,Low,Rural,233,236,3,8,237982.91
C0821,7989,4,High,Suburban,152,296,9,18,5904121.86
C0822,9159,4,Medium,Rural,253,248,1,4,4697738.04
C0823,8695,3,Medium,Suburban,236,209,3,16,4933276.94
C0824,6466,3,High,Suburban,260,239,8,20,4869806.5
C0825,9337,4,Medium,Urban,236,352,8,19,8211165.61
C0826,617,2,High,Urban,240,305,4,22,598124.47
C0827,3051,4,Low,Suburban,184,240,8,20,1533732.16
C0828,6060,3,Medium,Urban,245,363,10,21,5886038.07
C0829,4789,2,Low,Suburban,235,457,8,17,4538630.46
C0830,1346,4,High,Urban,285,410,1,4,1417815.65
C0831,6816,5,Medium,Rural,265,401,3,6,4864324.36
C0832,6969,5,High,Urban,295,394,1,3,7828137.91
C0833,9833,4,High,Rural,241,252,2,10,5725724.17
C0834,9415,2,Medium,Suburban,289,346,4,22,8174417.98
C0835,724,4,Medium,Urban,151,481,3,16,620673.01
C0836,4708,4,Medium,Suburban,273,442,6,13,4774507.13
C0837,6783,3,Medium,Urban,153,250,5,16,3604765.48
C0838,2548,5,Medium,Urban,258,313,5,18,1965874.53
C0839,6733,3,Medium,Urban,260,472,10,12,8021202.36
C0840,2328,3,High,Urban,183,319,7,9,1977999.9
C0841,2417,4,High,Rural,236,388,7,18,2061300.31
C0842,4734,3,High,Urban,162,245,9,6,3302542.54
C0843,7488,5,High,Suburban,156,442,8,14,7523816.54
C0844,2526,3,Medium,Urban,181,249,3,14,1410089.03
C0845,4244,5,Medium,Suburban,172,210,2,4,2215638.98
C0846,9593,3,High,Urban,196,247,1,8,6395977.34
C0847,509,5,Medium,Suburban,178,255,10,22,302793.28
C0848,760,3,High,Suburban,172,207,6,17,469234.11
C0849,6538,3,Medium,Suburban,187,213,4,17,3723677.44
C0850,2719,2,Medium,Urban,276,414,3,18,2844550.46
C0851,7541,5,High,Suburban,193,444,2,5,6509143.78
C0852,2560,5,High,Urban,154,253,2,3,1681311.3
C0853,5787,5,Medium,Urban,189,472,4,23,5504320.44
C0854,2119,1,High,Suburban,288,330,1,14,1919319.39
C0855,9012,3,Medium,Suburban,227,208,6,17,5298797.82
C0856,1842,5,Medium,Suburban,255,411,10,21,1770500.93
C0857,3332,1,High,Suburban,279,321,5,8,3255235.03
C0858,3324,2,Medium,Urban,198,313,10,21,2890300.34
C0859,2494,5,Medium,Urban,272,219,9,19,2017075.56
C0860,3990,5,Medium,Urban,184,220,2,11,2303581.01
C0861,9810,1,Medium,Suburban,255,407,9,23,9603226.26
C0862,8484,3,Medium,Suburban,221,232,9,15,5000314.15
C0863,2104,2,Medium,Urban,258,332,10,17,2064447.55
C0864,735,5,Low,Suburban,274,390,9,18,650973.09
C0865,2408,3,High,Suburban,220,225,10,15,1698203.75
C0866,9067,2,Medium,Suburban,188,288,10,4,6667869.59
C0867,4030,4,High,Suburban,240,291,4,4,3389085.85
C0868,5756,4,Medium,Suburban,186,232,5,13,3479205.84
C0869,3135,2,Medium,Suburban,230,437,8,18,2887067.08
C0870,8662,1,Medium,Urban,281,217,8,19,6672802.93
C0871,3060,2,Medium,Urban,172,473,1,5,2873145.41
C0872,5915,2,Medium,Urban,291,488,10,3,7031307.96
C0873,3891,1,Medium,Suburban,154,226,1,20,1933129.9
C0874,6451,1,Medium,Rural,259,307,10,16,4764505.11
C0875,5968,3,Low,Suburban,167,425,6,11,4484991.82
C0876,8507,3,Medium,Urban,176,218,7,11,5531659.45
C0877,9564,1,Low,Suburban,173,422,2,14,6530611.38
C0878,9944,4,Low,Rural,178,480,2,5,5699422.98
C0879,6913,4,High,Rural,288,303,5,4,4727877.42
C0880,7441,2,Medium,Suburban,295,488,9,3,8703746.82
C0881,5320,5,Medium,Rural,272,236,5,11,2649313.97
C0882,3398,2,Medium,Urban,277,443,8,15,3867464.69
C0883,8046,2,High,Urban,261,242,8,23,6550869.89
C0884,577,5,Medium,Urban,266,325,5,18,543108.43
C0885,8077,1,High,Suburban,281,208,8,21,5875257.67
C0886,4727,4,Medium,Urban,182,213,8,12,2889001.99
C0887,1100,2,High,Suburban,191,330,5,7,896189.34
C0888,1565,5,High,Suburban,274,383,5,16,1654533.6
C0889,2636,3,High,Urban,153,481,4,17,2685325.14
C0890,7443,2,Low,Rural,169,252,1,5,3126125.02
C0891,8304,4,Medium,Urban,217,240,9,11,5887627.19
C0892,7065,1,Medium,Urban,207,220,2,3,3936037.41
C0893,6484,2,Medium,Suburban,229,494,1,3,5893503.16
C0894,5642,2,High,Urban,283,407,6,21,6746884.22
C0895,5170,5,Low,Suburban,244,350,5,8,3721378.73
C0896,2690,3,Low,Rural,153,268,1,13,1088110.25
C0897,9684,3,Medium,Rural,193,226,7,20,4506755.91
C0898,3212,1,Low,Rural,274,315,7,16,1748634.52
C0899,2692,4,Medium,Urban,191,341,3,18,1909489.88
C0900,1748,1,High,Suburban,178,240,8,3,1269341.5
C0901,4533,2,Medium,Urban,296,305,6,12,4239688.34
C0902,2497,2,Low,Urban,193,273,4,12,1414389.84
C0903,4187,3,Medium,Urban,204,259,10,15,2804575.51
C0904,4518,4,Medium,Urban,229,497,10,3,5040586.96
C0905,2470,5,Low,Rural,282,321,10,5,1716755.35
